rb_id,player_name,team,season,week,rushing_yards,attempts,offense_pct,opponent,opponent_rush_defense_rank,rb_rush_yards_last5,rb_rush_attempts_last5,rb_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0038120,Breece Hall,NYJ,2024,5,23.0,9,0.74,MIN,3.0,70.4,18.6,0,0,0,-2.5,42.0
00-0036893,Najee Harris,PIT,2024,5,42.0,14,0.74,DAL,7.0,75.0,20.0,0,0,-3,2.5,43.5
00-0038134,Kenneth Walker,SEA,2024,5,19.0,5,0.67,NYG,13.0,78.4,19.8,0,0,-4,7.0,42.5
00-0037525,Jordan Mason,SF,2024,5,89.0,14,0.64,ARI,15.0,111.75,22.75,0,0,0,7.0,48.5
00-0037256,Rachaad White,TB,2024,5,72.0,10,0.64,ATL,14.0,38.6,11.6,0,1,0,-2.5,44.0
00-0032764,Derrick Henry,BAL,2024,6,132.0,24,0.63,WAS,14.0,113.4,18.6,0,0,0,6.5,51.5
00-0036555,Chuba Hubbard,CAR,2024,6,92.0,18,0.82,ATL,13.0,74.4,16.2,0,0,-3,-6.0,45.5
00-0036275,D'Andre Swift,CHI,2024,6,91.0,17,0.68,JAX,8.0,49.6,14.2,0,0,0,-1.5,44.5
00-0038597,Chase Brown,CIN,2024,6,53.0,10,0.62,NYG,11.0,,,1,0,0,4.5,46.0
00-0036997,Javonte Williams,DEN,2024,6,23.0,6,0.67,LAC,5.0,51.0,14.4,0,0,-7,-3.0,37.0
00-0035700,Josh Jacobs,GB,2024,6,62.0,18,0.63,ARI,12.0,78.6,17.8,0,0,0,5.5,47.0
00-0036984,Trey Sermon,IND,2024,6,29.0,18,0.6,TEN,10.0,,,0,0,-6,-2.5,42.0
00-0036158,J.K. Dobbins,LAC,2024,6,96.0,25,0.73,DEN,3.0,38.0,14.5,0,0,7,3.0,37.0
00-0034972,Alexander Mattison,LV,2024,6,33.0,14,0.68,PIT,4.0,54.0,14.8,0,1,0,-3.5,36.5
00-0033906,Alvin Kamara,NO,2024,6,40.0,13,0.74,TB,2.0,64.8,17.0,0,1,-4,-3.5,42.5
00-0039384,Tyrone Tracy,NYG,2024,6,50.0,17,0.84,CIN,17.0,129.0,18.0,0,0,0,-4.5,46.0
00-0038120,Breece Hall,NYJ,2024,6,113.0,18,0.87,BUF,15.0,39.4,13.0,0,0,0,-1.0,42.0
00-0034844,Saquon Barkley,PHI,2024,6,47.0,18,0.79,CLE,6.0,87.2,18.6,0,0,7,8.0,42.0
00-0038134,Kenneth Walker,SEA,2024,6,32.0,14,0.69,SF,7.0,73.6,17.4,0,0,0,-3.5,49.0
00-0039361,Bucky Irving,TB,2024,6,81.0,14,0.64,NO,9.0,,,0,1,4,3.5,42.5
00-0035261,Tony Pollard,TEN,2024,6,93.0,17,0.74,IND,16.0,60.4,15.2,0,0,6,2.5,42.0
00-0033699,Austin Ekeler,WAS,2024,6,21.0,9,0.75,BAL,1.0,41.0,11.6,0,0,0,-6.5,51.5
00-0033553,James Conner,ARI,2024,7,101.0,19,0.84,LAC,4.0,85.0,18.4,0,1,0,-1.0,44.0
00-0038542,Bijan Robinson,ATL,2024,7,103.0,21,0.68,SEA,16.0,57.0,13.4,0,1,-3,3.0,51.5
00-0036555,Chuba Hubbard,CAR,2024,7,52.0,17,0.84,WAS,12.0,84.2,16.6,0,0,0,-10.0,51.0
00-0036997,Javonte Williams,DEN,2024,7,88.0,14,0.63,NO,9.0,42.6,12.0,0,1,0,2.5,37.0
00-0035700,Josh Jacobs,GB,2024,7,76.0,12,0.67,HOU,8.0,84.2,18.8,0,0,0,3.0,48.0
00-0033897,Joe Mixon,HOU,2024,7,115.0,25,0.66,GB,13.0,83.6,20.2,0,0,0,-3.0,48.0
00-0038555,Tank Bigsby,JAX,2024,7,118.0,26,0.66,NE,14.0,,,0,0,0,6.5,42.0
00-0033923,Kareem Hunt,KC,2024,7,78.0,22,0.64,SF,5.0,84.0,20.5,0,0,3,-2.5,47.5
00-0037840,Kyren Williams,LA,2024,7,76.0,21,0.89,LV,7.0,72.0,19.0,0,1,7,7.0,43.0
00-0036158,J.K. Dobbins,LAC,2024,7,40.0,14,0.68,ARI,6.0,57.333333333333336,18.0,0,1,0,1.0,44.0
00-0034972,Alexander Mattison,LV,2024,7,92.0,23,0.7,LA,11.0,41.6,14.2,0,1,-7,-7.0,43.0
00-0033293,Aaron Jones,MIN,2024,7,93.0,14,0.72,DET,2.0,90.6,17.8,1,1,7,1.0,50.5
00-0039384,Tyrone Tracy,NYG,2024,7,23.0,6,0.67,PHI,9.0,89.5,17.5,0,0,0,-3.0,42.0
00-0038120,Breece Hall,NYJ,2024,7,38.0,12,0.82,PIT,3.0,51.2,13.4,0,0,-1,3.0,40.0
00-0037525,Jordan Mason,SF,2024,7,58.0,14,0.86,KC,1.0,107.2,21.0,0,0,-3,2.5,47.5
00-0035261,Tony Pollard,TEN,2024,7,61.0,16,0.89,BUF,15.0,67.8,15.6,0,0,1,-9.5,41.0
00-0033553,James Conner,ARI,2024,8,53.0,20,0.8,MIA,9.0,75.2,16.8,0,0,-1,-4.0,46.5
00-0038542,Bijan Robinson,ATL,2024,8,63.0,13,0.68,TB,5.0,64.0,14.0,0,0,1,1.5,47.0
00-0036555,Chuba Hubbard,CAR,2024,8,56.0,15,0.74,DEN,6.0,85.6,17.8,0,0,-3,-13.0,40.5
00-0036275,D'Andre Swift,CHI,2024,8,129.0,18,0.73,WAS,10.0,61.0,15.6,0,0,7,-1.5,46.5
00-0035700,Josh Jacobs,GB,2024,8,127.0,25,0.64,JAX,12.0,82.6,18.0,0,0,0,3.5,49.0
00-0033897,Joe Mixon,HOU,2024,8,102.0,25,0.76,IND,17.0,93.0,21.4,0,1,0,5.0,45.0
00-0036223,Jonathan Taylor,IND,2024,8,105.0,20,0.81,HOU,3.0,106.0,22.2,0,1,0,-5.0,45.0
00-0038555,Tank Bigsby,JAX,2024,8,78.0,18,0.67,GB,14.0,118.0,26.0,0,0,0,-3.5,49.0
00-0037840,Kyren Williams,LA,2024,8,97.0,23,0.89,MIN,2.0,77.2,19.6,0,1,0,-3.0,47.5
00-0036158,J.K. Dobbins,LAC,2024,8,57.0,17,0.82,NO,15.0,53.0,17.0,0,1,-4,7.0,41.5
00-0034972,Alexander Mattison,LV,2024,8,15.0,14,0.66,KC,1.0,51.2,15.2,0,1,0,-9.0,42.0
00-0033293,Aaron Jones,MIN,2024,8,58.0,19,0.92,LA,16.0,85.6,16.4,0,1,0,3.0,47.5
00-0036875,Rhamondre Stevenson,NE,2024,8,48.0,20,0.81,NYJ,8.0,94.8,19.2,0,0,0,-7.0,41.0
00-0038120,Breece Hall,NYJ,2024,8,80.0,16,0.74,NE,11.0,46.4,13.0,0,0,0,7.0,41.0
00-0034844,Saquon Barkley,PHI,2024,8,108.0,22,0.82,CIN,13.0,88.8,19.8,0,0,0,-2.5,47.5
00-0039363,Isaac Guerendo,SF,2024,8,85.0,14,0.63,DAL,7.0,,,0,0,-7,5.5,48.0
00-0035261,Tony Pollard,TEN,2024,8,94.0,20,0.82,DET,4.0,63.6,15.6,0,1,0,-12.5,45.0
00-0038542,Bijan Robinson,ATL,2024,9,86.0,19,0.74,DAL,5.0,57.2,13.8,0,1,0,3.0,52.0
00-0032764,Derrick Henry,BAL,2024,9,106.0,23,0.61,DEN,3.0,119.6,19.0,0,0,0,9.0,46.5
00-0036555,Chuba Hubbard,CAR,2024,9,72.0,15,0.79,NO,10.0,80.2,16.2,0,0,0,-7.0,43.5
00-0036275,D'Andre Swift,CHI,2024,9,51.0,16,0.62,ARI,7.0,80.8,17.2,0,1,0,-1.5,44.5
00-0038597,Chase Brown,CIN,2024,9,120.0,27,0.8,LV,8.0,53.0,10.0,0,0,0,8.0,45.0
00-0036139,Rico Dowdle,DAL,2024,9,75.0,12,0.71,ATL,13.0,,,0,1,0,-3.0,52.0
00-0036223,Jonathan Taylor,IND,2024,9,48.0,13,0.72,MIN,4.0,107.8,22.0,0,1,-3,-6.5,47.0
00-0037840,Kyren Williams,LA,2024,9,69.0,22,0.99,SEA,18.0,91.6,21.8,0,0,3,1.5,48.5
00-0036158,J.K. Dobbins,LAC,2024,9,85.0,14,0.74,CLE,6.0,53.8,17.0,0,0,0,2.0,42.5
00-0033293,Aaron Jones,MIN,2024,9,64.0,21,0.75,IND,17.0,75.6,16.6,0,1,3,6.5,47.0
00-0036875,Rhamondre Stevenson,NE,2024,9,16.0,10,0.74,TEN,2.0,87.0,21.4,0,0,0,-3.0,38.5
00-0033906,Alvin Kamara,NO,2024,9,155.0,29,0.77,CAR,11.0,69.0,17.8,0,0,0,7.0,43.5
00-0039384,Tyrone Tracy,NYG,2024,9,66.0,16,0.72,WAS,16.0,67.33333333333333,13.666666666666666,0,0,-1,-4.5,44.5
00-0038120,Breece Hall,NYJ,2024,9,74.0,15,0.76,HOU,9.0,51.6,13.0,0,0,0,2.5,43.5
00-0034844,Saquon Barkley,PHI,2024,9,159.0,27,0.72,JAX,15.0,101.2,20.6,0,0,0,7.5,46.0
00-0038134,Kenneth Walker,SEA,2024,9,83.0,25,0.76,LA,12.0,64.2,16.8,0,0,-3,-1.5,48.5
00-0037256,Rachaad White,TB,2024,9,19.0,3,0.62,KC,1.0,38.6,10.0,0,0,0,-9.0,45.5
00-0035261,Tony Pollard,TEN,2024,9,128.0,28,0.86,NE,14.0,70.0,16.2,1,0,0,3.0,38.5
00-0038542,Bijan Robinson,ATL,2024,10,116.0,20,0.78,NO,15.0,68.2,14.4,0,1,0,3.5,46.5
00-0032764,Derrick Henry,BAL,2024,10,68.0,16,0.62,CIN,13.0,133.2,21.6,0,0,0,6.0,53.0
00-0036555,Chuba Hubbard,CAR,2024,10,153.0,28,0.88,NYG,9.0,73.8,15.6,0,0,0,-6.5,40.5
00-0036275,D'Andre Swift,CHI,2024,10,59.0,16,0.67,NE,19.0,87.4,17.6,0,0,0,6.5,37.5
00-0038597,Chase Brown,CIN,2024,10,42.0,13,0.87,BAL,1.0,86.5,18.5,0,0,0,-6.0,53.0
00-0039139,Jahmyr Gibbs,DET,2024,10,71.0,19,0.6,HOU,12.0,79.8,15.2,0,1,-3,4.5,49.0
00-0033897,Joe Mixon,HOU,2024,10,46.0,25,0.76,DET,4.0,97.6,22.2,0,1,3,-4.5,49.0
00-0036223,Jonathan Taylor,IND,2024,10,114.0,21,0.83,BUF,17.0,79.8,18.6,0,1,0,-4.5,46.5
00-0036973,Travis Etienne,JAX,2024,10,44.0,11,0.68,MIN,8.0,64.6,13.6,0,0,0,-7.0,42.5
00-0033923,Kareem Hunt,KC,2024,10,35.0,14,0.65,DEN,5.0,82.0,21.0,0,0,-1,7.5,42.5
00-0037840,Kyren Williams,LA,2024,10,62.0,15,0.93,MIA,11.0,87.6,21.4,0,1,0,2.5,49.5
00-0036158,J.K. Dobbins,LAC,2024,10,50.0,15,0.66,TEN,2.0,62.0,16.8,0,1,0,8.0,40.0
00-0036875,Rhamondre Stevenson,NE,2024,10,74.0,20,0.7,CHI,18.0,72.6,19.4,0,0,0,-6.5,37.5
00-0033906,Alvin Kamara,NO,2024,10,55.0,17,0.81,ATL,14.0,77.0,19.6,0,1,0,-3.5,46.5
00-0039384,Tyrone Tracy,NYG,2024,10,103.0,18,0.8,CAR,16.0,67.0,14.25,0,0,0,6.5,40.5
00-0038120,Breece Hall,NYJ,2024,10,52.0,10,0.81,ARI,10.0,65.6,14.0,0,1,3,2.0,45.5
00-0033280,Christian McCaffrey,SF,2024,10,39.0,13,0.88,TB,6.0,97.2,18.2,1,0,8,6.5,50.5
00-0037256,Rachaad White,TB,2024,10,31.0,10,0.61,SF,7.0,31.4,8.8,0,0,-8,-6.5,50.5
00-0033699,Austin Ekeler,WAS,2024,10,44.0,13,0.7,PIT,3.0,38.8,11.4,0,0,-6,1.5,45.0
00-0038542,Bijan Robinson,ATL,2024,11,35.0,12,0.71,DEN,4.0,85.8,17.0,0,0,0,-2.0,44.5
00-0038597,Chase Brown,CIN,2024,11,86.0,22,0.83,LAC,3.0,71.66666666666667,16.666666666666668,0,1,3,-1.0,48.0
00-0035700,Josh Jacobs,GB,2024,11,76.0,18,0.8,CHI,13.0,77.8,16.6,0,0,7,6.0,41.0
00-0033897,Joe Mixon,HOU,2024,11,109.0,20,0.81,DAL,8.0,97.4,25.2,0,1,0,7.5,41.5
00-0036223,Jonathan Taylor,IND,2024,11,57.0,24,0.9,NYJ,7.0,93.0,19.6,0,0,0,-4.0,43.0
00-0036973,Travis Etienne,JAX,2024,11,27.0,12,0.75,DET,2.0,53.0,12.6,0,1,0,-14.0,47.5
00-0033923,Kareem Hunt,KC,2024,11,60.0,14,0.69,BUF,15.0,70.25,19.25,0,0,0,-2.5,46.5
00-0037840,Kyren Williams,LA,2024,11,86.0,15,0.81,NE,14.0,81.2,20.6,0,0,-1,4.0,42.5
00-0036158,J.K. Dobbins,LAC,2024,11,56.0,11,0.73,CIN,9.0,65.6,17.0,0,1,-3,1.0,48.0
00-0036875,Rhamondre Stevenson,NE,2024,11,73.0,20,0.76,LA,10.0,67.8,19.2,0,0,1,-4.0,42.5
00-0033906,Alvin Kamara,NO,2024,11,67.0,16,0.73,CLE,5.0,70.6,17.8,0,1,-7,-1.0,44.0
00-0038120,Breece Hall,NYJ,2024,11,78.0,16,0.84,IND,11.0,71.4,14.2,0,0,0,4.0,43.0
00-0034844,Saquon Barkley,PHI,2024,11,146.0,26,0.82,WAS,12.0,111.2,21.2,0,0,0,4.5,49.5
00-0038134,Kenneth Walker,SEA,2024,11,54.0,14,0.73,SF,6.0,68.4,18.0,0,0,7,-6.0,49.0
00-0033280,Christian McCaffrey,SF,2024,11,79.0,19,0.94,SEA,16.0,82.0,17.2,0,0,-7,6.0,49.0
00-0035261,Tony Pollard,TEN,2024,11,15.0,9,0.63,MIN,1.0,92.8,20.6,0,0,0,-6.0,40.0
00-0033553,James Conner,ARI,2024,12,8.0,7,0.69,SEA,15.0,75.8,17.6,0,0,7,1.0,46.5
00-0032764,Derrick Henry,BAL,2024,12,140.0,24,0.6,LAC,6.0,131.6,21.2,0,1,0,3.0,51.0
00-0036555,Chuba Hubbard,CAR,2024,12,58.0,16,0.89,KC,1.0,85.0,18.6,0,0,7,-11.0,43.0
00-0034791,Nick Chubb,CLE,2024,12,59.0,20,0.66,PIT,3.0,89.8,17.4,0,0,0,-3.5,36.5
00-0036139,Rico Dowdle,DAL,2024,12,86.0,19,0.61,WAS,16.0,75.0,12.0,0,0,-4,-10.5,45.0
00-0039139,Jahmyr Gibbs,DET,2024,12,90.0,21,0.67,IND,9.0,63.6,13.8,0,1,0,7.0,50.5
00-0033897,Joe Mixon,HOU,2024,12,22.0,14,0.77,TEN,2.0,106.2,25.0,0,1,-1,8.0,40.5
00-0036223,Jonathan Taylor,IND,2024,12,35.0,11,0.96,DET,4.0,82.4,19.8,0,1,0,-7.0,50.5
00-0037840,Kyren Williams,LA,2024,12,72.0,16,0.91,PHI,10.0,78.0,19.2,0,1,-3,-3.0,49.0
00-0032104,Ameer Abdullah,LV,2024,12,28.0,8,0.9,DEN,7.0,,,0,1,0,-6.5,41.5
00-0033293,Aaron Jones,MIN,2024,12,106.0,22,0.79,CHI,14.0,82.0,19.0,0,0,0,3.0,39.5
00-0034844,Saquon Barkley,PHI,2024,12,255.0,26,0.68,LA,11.0,121.4,22.0,0,1,3,3.0,49.0
00-0038134,Kenneth Walker,SEA,2024,12,41.0,16,0.64,ARI,5.0,58.2,15.6,0,0,-7,-1.0,46.5
00-0033280,Christian McCaffrey,SF,2024,12,31.0,11,0.82,GB,12.0,77.2,18.2,0,0,0,-6.5,44.5
00-0035261,Tony Pollard,TEN,2024,12,119.0,24,0.94,HOU,13.0,78.2,18.0,0,1,1,-8.0,40.5
00-0033699,Austin Ekeler,WAS,2024,12,22.0,9,0.63,DAL,8.0,37.4,12.0,0,0,4,10.5,45.0
00-0038542,Bijan Robinson,ATL,2024,13,102.0,26,0.75,LAC,10.0,80.6,17.0,0,1,8,-1.0,47.0
00-0036555,Chuba Hubbard,CAR,2024,13,43.0,12,0.79,TB,5.0,78.2,18.2,0,0,0,-6.5,46.0
00-0036275,D'Andre Swift,CHI,2024,13,39.0,11,0.69,DET,6.0,80.6,17.6,0,1,0,-9.5,47.5
00-0038597,Chase Brown,CIN,2024,13,70.0,12,0.81,PIT,4.0,75.25,18.0,0,0,4,3.0,46.0
00-0037267,Jerome Ford,CLE,2024,13,41.0,9,0.66,DEN,3.0,44.2,10.0,0,0,3,-6.5,41.5
00-0036139,Rico Dowdle,DAL,2024,13,112.0,22,0.7,NYG,12.0,80.5,15.5,0,1,0,4.5,39.0
00-0035700,Josh Jacobs,GB,2024,13,43.0,19,0.78,MIA,7.0,82.8,18.4,0,0,0,3.5,47.5
00-0033897,Joe Mixon,HOU,2024,13,101.0,20,0.75,JAX,18.0,78.8,21.8,0,0,-7,3.5,44.5
00-0036223,Jonathan Taylor,IND,2024,13,96.0,25,0.89,NE,15.0,71.8,17.8,0,0,0,2.5,41.5
00-0037840,Kyren Williams,LA,2024,13,104.0,15,0.68,NO,13.0,77.2,18.2,0,1,-7,2.5,48.5
00-0032104,Ameer Abdullah,LV,2024,13,39.0,10,0.62,KC,2.0,28.0,8.0,0,0,0,-13.5,42.0
00-0036875,Rhamondre Stevenson,NE,2024,13,73.0,18,0.78,IND,14.0,58.4,18.2,0,0,0,-2.5,41.5
00-0033906,Alvin Kamara,NO,2024,13,112.0,23,0.86,LA,17.0,68.6,17.2,0,1,7,-2.5,48.5
00-0039384,Tyrone Tracy,NYG,2024,13,32.0,9,0.73,DAL,8.0,74.2,15.0,0,1,0,-4.5,39.0
00-0038120,Breece Hall,NYJ,2024,13,60.0,12,0.62,SEA,11.0,64.4,13.8,1,0,7,1.0,41.5
00-0034844,Saquon Barkley,PHI,2024,13,107.0,23,0.88,BAL,1.0,143.0,23.8,0,0,1,-3.0,50.0
00-0038134,Kenneth Walker,SEA,2024,13,49.0,16,0.61,NYJ,8.0,45.8,14.8,0,0,-7,-1.0,41.5
00-0035261,Tony Pollard,TEN,2024,13,35.0,8,0.73,WAS,16.0,83.4,19.4,0,0,0,-6.0,45.0
00-0033553,James Conner,ARI,2024,14,90.0,18,0.77,SEA,6.0,53.0,14.8,0,1,0,3.0,45.5
00-0038542,Bijan Robinson,ATL,2024,14,92.0,22,0.85,MIN,1.0,80.4,18.0,0,1,0,-6.0,46.5
00-0036555,Chuba Hubbard,CAR,2024,14,92.0,26,0.97,PHI,8.0,76.4,17.2,0,0,0,-14.0,44.5
00-0036275,D'Andre Swift,CHI,2024,14,38.0,14,0.79,SF,5.0,73.8,15.6,1,0,3,-3.0,43.5
00-0038597,Chase Brown,CIN,2024,14,58.0,14,0.83,DAL,7.0,74.2,16.8,0,1,-3,5.0,51.0
00-0036139,Rico Dowdle,DAL,2024,14,131.0,18,0.77,CIN,12.0,91.0,17.666666666666668,0,1,3,-5.0,51.0
00-0035700,Josh Jacobs,GB,2024,14,66.0,18,0.8,DET,2.0,76.8,18.4,0,1,0,-3.0,53.0
00-0037840,Kyren Williams,LA,2024,14,87.0,29,0.83,BUF,11.0,78.6,16.6,0,1,0,-3.5,49.5
00-0037509,Sincere McCormick,LV,2024,14,78.0,15,0.61,TB,3.0,,,0,0,2,-7.0,47.0
00-0033293,Aaron Jones,MIN,2024,14,73.0,13,0.63,ATL,9.0,82.8,19.6,0,1,0,6.0,46.5
00-0033906,Alvin Kamara,NO,2024,14,44.0,17,0.72,NYG,10.0,85.8,19.6,0,0,-3,5.5,41.0
00-0039384,Tyrone Tracy,NYG,2024,14,45.0,16,0.83,NO,14.0,54.8,13.2,0,0,3,-5.5,41.0
00-0034844,Saquon Barkley,PHI,2024,14,124.0,20,0.76,CAR,15.0,155.0,24.8,0,0,0,14.0,44.5
00-0039165,Zach Charbonnet,SEA,2024,14,134.0,22,0.8,ARI,3.0,56.6,16.0,0,1,0,-3.0,45.5
00-0037256,Rachaad White,TB,2024,14,90.0,17,0.76,LV,13.0,31.4,7.8,0,0,-2,7.0,47.0
00-0035261,Tony Pollard,TEN,2024,14,102.0,21,0.63,JAX,16.0,78.2,17.8,0,0,0,3.0,40.0
00-0033553,James Conner,ARI,2024,15,110.0,16,0.71,NE,18.0,67.6,16.6,0,1,-7,6.0,46.5
00-0038542,Bijan Robinson,ATL,2024,15,125.0,22,0.76,LV,14.0,86.2,19.8,0,1,0,6.5,44.5
00-0036555,Chuba Hubbard,CAR,2024,15,32.0,10,0.95,DAL,10.0,83.6,19.4,0,0,1,2.5,42.0
00-0036275,D'Andre Swift,CHI,2024,15,79.0,19,0.69,MIN,8.0,63.2,15.0,1,1,0,-7.0,43.5
00-0038597,Chase Brown,CIN,2024,15,97.0,25,0.93,TEN,1.0,75.2,17.6,0,0,-1,6.0,46.5
00-0036139,Rico Dowdle,DAL,2024,15,149.0,25,0.74,CAR,19.0,101.0,17.75,0,0,-1,-2.5,42.0
00-0039139,Jahmyr Gibbs,DET,2024,15,31.0,8,0.75,BUF,16.0,70.8,15.8,0,1,3,2.5,55.5
00-0035700,Josh Jacobs,GB,2024,15,94.0,26,0.75,SEA,9.0,77.6,18.4,0,0,3,3.0,48.0
00-0033897,Joe Mixon,HOU,2024,15,23.0,12,0.64,MIA,12.0,76.0,20.8,0,1,7,2.5,46.5
00-0036223,Jonathan Taylor,IND,2024,15,107.0,22,0.68,DEN,5.0,70.0,18.8,0,0,1,-4.5,43.5
00-0036973,Travis Etienne,JAX,2024,15,65.0,14,0.73,NYJ,6.0,47.0,11.8,0,0,0,-3.5,41.5
00-0037840,Kyren Williams,LA,2024,15,108.0,29,0.86,SF,3.0,82.2,18.0,0,0,0,-3.0,48.5
00-0039391,Kimani Vidal,LAC,2024,15,9.0,3,0.67,TB,7.0,,,0,1,0,3.0,46.0
00-0033293,Aaron Jones,MIN,2024,15,86.0,18,0.61,CHI,17.0,78.8,17.8,0,1,0,7.0,43.5
00-0036875,Rhamondre Stevenson,NE,2024,15,69.0,13,0.65,ARI,11.0,56.8,17.6,0,1,7,-6.0,46.5
00-0039384,Tyrone Tracy,NYG,2024,15,31.0,10,0.68,BAL,2.0,53.8,13.0,0,0,-7,-16.5,43.5
00-0034844,Saquon Barkley,PHI,2024,15,65.0,19,0.61,PIT,4.0,158.2,24.4,0,0,0,5.5,43.0
00-0039165,Zach Charbonnet,SEA,2024,15,54.0,8,0.8,GB,15.0,74.0,17.4,0,0,-3,-3.0,48.0
00-0039363,Isaac Guerendo,SF,2024,15,57.0,16,0.76,LA,20.0,85.0,14.0,1,0,0,3.0,48.5
00-0037746,Brian Robinson,WAS,2024,15,65.0,21,0.74,NO,13.0,79.8,18.0,0,1,7,7.5,44.5
00-0038542,Bijan Robinson,ATL,2024,16,94.0,22,0.75,NYG,14.0,94.0,20.4,0,1,-1,9.5,42.5
00-0032764,Derrick Henry,BAL,2024,16,162.0,24,0.74,PIT,8.0,129.0,22.2,0,0,0,7.0,44.5
00-0036555,Chuba Hubbard,CAR,2024,16,152.0,25,0.84,ARI,11.0,75.6,18.4,0,0,0,-5.5,47.0
00-0036275,D'Andre Swift,CHI,2024,16,20.0,9,0.73,DET,2.0,53.2,15.2,0,0,-1,-7.0,47.5
00-0038597,Chase Brown,CIN,2024,16,91.0,18,0.98,CLE,9.0,70.6,17.2,0,0,0,10.0,46.5
00-0037267,Jerome Ford,CLE,2024,16,92.0,11,0.8,CIN,16.0,39.4,10.0,0,0,0,-10.0,46.5
00-0036139,Rico Dowdle,DAL,2024,16,23.0,13,0.77,TB,5.0,110.6,19.2,0,1,0,-4.5,47.5
00-0039139,Jahmyr Gibbs,DET,2024,16,109.0,23,0.69,CHI,17.0,63.8,15.2,0,0,1,7.0,47.5
00-0033897,Joe Mixon,HOU,2024,16,57.0,14,0.66,KC,1.0,60.2,18.2,0,0,0,-3.5,42.5
00-0036223,Jonathan Taylor,IND,2024,16,218.0,29,0.76,TEN,3.0,81.8,20.6,0,1,0,4.0,42.5
00-0037840,Kyren Williams,LA,2024,16,122.0,23,0.83,NYJ,6.0,91.4,20.8,0,0,3,3.0,47.0
00-0033293,Aaron Jones,MIN,2024,16,67.0,18,0.82,SEA,10.0,77.4,18.6,0,0,-1,2.5,43.0
00-0039384,Tyrone Tracy,NYG,2024,16,26.0,7,0.63,ATL,12.0,55.4,13.8,1,1,1,-9.5,42.5
00-0038120,Breece Hall,NYJ,2024,16,52.0,14,0.77,LA,19.0,68.8,13.8,0,0,-3,-3.0,47.0
00-0034844,Saquon Barkley,PHI,2024,16,150.0,29,0.82,WAS,18.0,139.4,22.8,0,0,0,4.0,47.0
00-0037228,Jaylen Warren,PIT,2024,16,48.0,12,0.67,BAL,4.0,40.0,10.0,0,0,0,-7.0,44.5
00-0035973,Patrick Taylor,SF,2024,16,24.0,8,0.8,MIA,7.0,,,0,0,3,2.0,44.0
00-0039032,Tyjae Spears,TEN,2024,16,27.0,10,0.61,IND,15.0,30.5,8.5,0,1,0,-4.0,42.5
00-0037746,Brian Robinson,WAS,2024,16,24.0,10,0.63,PHI,13.0,81.0,18.4,0,0,0,-4.0,47.0
00-0036924,Michael Carter,ARI,2024,17,70.0,13,0.72,LA,15.0,61.4,12.2,0,1,0,-6.5,48.0
00-0038542,Bijan Robinson,ATL,2024,17,90.0,17,0.91,WAS,14.0,89.6,20.8,0,0,0,-3.5,46.5
00-0032764,Derrick Henry,BAL,2024,17,147.0,27,0.65,HOU,10.0,121.6,22.2,0,1,0,5.5,46.5
00-0037429,Raheem Blackshear,CAR,2024,17,20.0,8,0.77,TB,2.0,,,0,0,0,-9.5,47.5
00-0036275,D'Andre Swift,CHI,2024,17,53.0,12,0.66,SEA,7.0,47.0,13.8,0,0,0,-3.5,43.5
00-0038597,Chase Brown,CIN,2024,17,67.0,20,0.81,DEN,3.0,80.4,18.2,0,0,-3,3.5,50.5
00-0036139,Rico Dowdle,DAL,2024,17,104.0,23,0.66,PHI,6.0,100.2,19.4,0,0,0,-7.5,37.5
00-0035700,Josh Jacobs,GB,2024,17,69.0,17,0.63,MIN,5.0,81.2,21.2,0,1,-1,1.0,49.0
00-0036223,Jonathan Taylor,IND,2024,17,125.0,32,0.88,NYG,13.0,102.6,22.2,0,0,0,7.5,40.5
00-0037840,Kyren Williams,LA,2024,17,56.0,13,0.95,ARI,11.0,98.6,22.4,0,1,0,6.5,48.0
00-0032104,Ameer Abdullah,LV,2024,17,115.0,20,0.62,NO,9.0,33.5,9.0,0,1,1,2.0,37.5
00-0039384,Tyrone Tracy,NYG,2024,17,59.0,20,0.66,IND,8.0,47.4,12.0,0,0,0,-7.5,40.5
00-0034844,Saquon Barkley,PHI,2024,17,167.0,31,0.75,DAL,4.0,140.2,23.4,0,0,0,7.5,37.5
00-0039165,Zach Charbonnet,SEA,2024,17,57.0,15,0.75,CHI,12.0,75.4,16.2,0,0,0,3.5,43.5
00-0039363,Isaac Guerendo,SF,2024,17,34.0,9,0.61,DET,1.0,71.0,15.0,0,0,0,-4.0,50.5
00-0039032,Tyjae Spears,TEN,2024,17,95.0,20,0.65,JAX,16.0,29.8,8.8,0,0,0,1.0,38.0
00-0036924,Michael Carter,ARI,2024,18,43.0,17,0.77,SF,6.0,60.0,11.8,0,1,2,4.5,42.5
00-0038542,Bijan Robinson,ATL,2024,18,170.0,28,0.87,CAR,24.0,100.6,21.8,0,1,0,7.5,48.5
00-0032764,Derrick Henry,BAL,2024,18,138.0,20,0.7,CLE,11.0,124.6,22.8,0,0,4,19.5,42.5
00-0035243,Miles Sanders,CAR,2024,18,66.0,17,0.61,ATL,9.0,70.2,14.0,1,1,0,-7.5,48.5
00-0036275,D'Andre Swift,CHI,2024,18,65.0,20,0.79,GB,13.0,45.8,13.0,0,0,3,-10.0,41.5
