rb_id,player_name,team,season,week,rushing_yards,attempts,offense_pct,opponent,opponent_rush_defense_rank,rb_rush_yards_last5,rb_rush_attempts_last5,rb_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0033906,Alvin Kamara,NO,2022,6,99.0,19,0.69,CIN,15.0,76.2,18.0,0,1,0,-3.0,42.5
00-0034844,Saquon Barkley,NYG,2022,6,83.0,22,0.88,BAL,8.0,106.6,19.4,0,0,0,-5.5,46.0
00-0038120,Breece Hall,NYJ,2022,6,116.0,20,0.67,GB,13.0,81.5,17.5,0,0,0,-7.5,44.5
00-0035243,Miles Sanders,PHI,2022,6,71.0,18,0.62,DAL,16.0,61.2,13.8,0,0,0,6.5,42.5
00-0036893,Najee Harris,PIT,2022,6,42.0,14,0.69,TB,1.0,92.0,19.0,0,0,0,-10.0,47.0
00-0038134,Kenneth Walker,SEA,2022,6,97.0,21,0.69,ARI,11.0,,,0,0,0,-2.5,50.0
00-0033856,Leonard Fournette,TB,2022,6,63.0,21,0.82,PIT,12.0,56.0,14.8,0,0,0,10.0,47.0
00-0036383,Eno Benjamin,ARI,2022,7,92.0,12,0.73,NO,10.0,37.0,15.0,0,0,0,2.5,44.0
00-0037263,Tyler Allgeier,ATL,2022,7,50.0,16,0.62,CIN,4.0,,,0,0,0,-6.5,47.5
00-0033897,Joe Mixon,CIN,2022,7,58.0,17,0.72,ATL,11.0,53.0,15.4,0,0,0,6.5,47.5
00-0035261,Tony Pollard,DAL,2022,7,83.0,12,0.65,DET,17.0,,,0,1,-7,7.0,49.5
00-0033293,Aaron Jones,GB,2022,7,23.0,8,0.74,WAS,2.0,59.8,11.6,0,0,-3,4.0,41.5
00-0036973,Travis Etienne,JAX,2022,7,114.0,14,0.8,NYG,9.0,,,0,0,0,3.0,44.0
00-0033699,Austin Ekeler,LAC,2022,7,31.0,9,0.77,SEA,6.0,45.8,14.0,0,1,-1,5.5,51.5
00-0035700,Josh Jacobs,LV,2022,7,143.0,20,0.8,HOU,16.0,98.0,18.2,0,1,-1,7.0,46.0
00-0031687,Raheem Mostert,MIA,2022,7,79.0,16,0.71,PIT,5.0,77.0,15.666666666666666,0,0,0,7.5,44.5
00-0036875,Rhamondre Stevenson,NE,2022,7,39.0,11,0.77,CHI,12.0,87.0,17.8,0,0,-3,9.5,40.0
00-0033906,Alvin Kamara,NO,2022,7,49.0,11,0.72,ARI,14.0,89.6,19.2,0,0,0,-2.5,44.0
00-0034844,Saquon Barkley,NYG,2022,7,110.0,24,0.81,JAX,8.0,90.4,20.2,0,0,0,-3.0,44.0
00-0036924,Michael Carter,NYJ,2022,7,29.0,13,0.73,DEN,13.0,63.0,11.8,0,0,1,2.0,37.0
00-0036893,Najee Harris,PIT,2022,7,65.0,17,0.77,MIA,7.0,81.8,18.0,0,0,0,-7.5,44.5
00-0038134,Kenneth Walker,SEA,2022,7,167.0,23,0.73,LAC,15.0,97.0,21.0,0,1,1,-5.5,51.5
00-0033856,Leonard Fournette,TB,2022,7,19.0,8,0.6,CAR,1.0,43.2,14.8,0,0,0,13.0,39.5
00-0032764,Derrick Henry,TEN,2022,7,128.0,30,0.75,IND,3.0,90.2,23.8,0,0,7,2.5,43.0
00-0036383,Eno Benjamin,ARI,2022,8,22.0,9,0.74,MIN,5.0,64.5,13.5,0,1,-4,-4.0,48.5
00-0037263,Tyler Allgeier,ATL,2022,8,39.0,14,0.6,CAR,1.0,50.0,16.0,0,1,0,4.5,41.0
00-0035250,Devin Singletary,BUF,2022,8,67.0,14,0.75,GB,17.0,50.8,12.6,0,0,7,10.5,47.0
00-0033925,D'Onta Foreman,CAR,2022,8,118.0,26,0.68,ATL,11.0,132.0,26.0,0,1,0,-4.5,41.0
00-0035685,David Montgomery,CHI,2022,8,53.0,15,0.7,DAL,16.0,61.4,15.8,0,0,-1,-10.5,43.0
00-0033897,Joe Mixon,CIN,2022,8,27.0,8,0.72,CLE,12.0,53.2,15.0,0,0,0,3.0,45.0
00-0033293,Aaron Jones,GB,2022,8,143.0,20,0.67,BUF,18.0,56.2,10.8,0,0,-7,-10.5,47.0
00-0037258,Dameon Pierce,HOU,2022,8,35.0,15,0.78,TEN,8.0,99.66666666666667,18.333333333333332,0,1,0,-1.0,39.0
00-0036223,Jonathan Taylor,IND,2022,8,76.0,16,0.69,WAS,2.0,81.0,19.2,0,1,0,3.0,40.5
00-0036973,Travis Etienne,JAX,2022,8,156.0,24,0.79,DEN,6.0,114.0,14.0,0,0,0,1.0,41.0
00-0031687,Raheem Mostert,MIA,2022,8,64.0,14,0.65,DET,20.0,77.5,15.75,0,1,0,3.5,52.0
00-0033893,Dalvin Cook,MIN,2022,8,111.0,20,0.76,ARI,3.0,71.2,15.2,0,1,4,4.0,48.5
00-0036875,Rhamondre Stevenson,NE,2022,8,71.0,16,0.63,NYJ,9.0,79.2,15.2,0,0,-1,3.0,40.0
00-0033906,Alvin Kamara,NO,2022,8,62.0,18,0.72,LV,14.0,70.2,15.4,0,1,3,-1.0,48.5
00-0034844,Saquon Barkley,NYG,2022,8,53.0,20,0.8,SEA,10.0,98.0,20.8,0,0,0,-3.0,44.5
00-0036893,Najee Harris,PIT,2022,8,32.0,8,0.71,PHI,13.0,57.2,15.8,0,0,-7,-11.0,43.0
00-0038134,Kenneth Walker,SEA,2022,8,51.0,18,0.77,NYG,15.0,132.0,22.0,0,0,0,3.0,44.5
00-0033280,Christian McCaffrey,SF,2022,8,94.0,18,0.81,LA,4.0,72.0,15.0,0,1,-7,1.0,42.0
00-0033856,Leonard Fournette,TB,2022,8,24.0,9,0.72,BAL,7.0,34.0,11.6,0,0,0,2.0,46.0
00-0032764,Derrick Henry,TEN,2022,8,219.0,32,0.74,HOU,19.0,102.2,24.2,0,1,0,1.0,39.0
00-0033553,James Conner,ARI,2022,9,45.0,7,0.71,SEA,10.0,40.6,13.2,1,0,0,1.5,49.5
00-0033118,Kenyan Drake,BAL,2022,9,93.0,24,0.68,NO,15.0,9.0,7.0,0,1,3,1.0,46.0
00-0035250,Devin Singletary,BUF,2022,9,24.0,8,0.74,NYJ,12.0,48.0,12.2,0,0,0,11.0,46.0
00-0035685,David Montgomery,CHI,2022,9,36.0,14,0.7,MIA,3.0,57.6,14.8,0,0,0,-4.0,46.0
00-0033897,Joe Mixon,CIN,2022,9,153.0,22,0.65,CAR,1.0,53.8,14.2,0,0,-1,7.0,43.0
00-0033948,Jamaal Williams,DET,2022,9,81.0,24,0.61,GB,16.0,65.0,15.0,0,1,0,-4.0,49.5
00-0036265,A.J. Dillon,GB,2022,9,34.0,11,0.66,DET,18.0,53.0,11.0,0,1,0,4.0,49.5
00-0037258,Dameon Pierce,HOU,2022,9,139.0,27,0.78,PHI,8.0,83.5,17.5,0,1,0,-14.0,45.5
00-0036493,Deon Jackson,IND,2022,9,23.0,11,0.63,NE,14.0,42.0,12.0,0,0,0,-5.0,40.0
00-0036973,Travis Etienne,JAX,2022,9,109.0,28,0.81,LV,11.0,135.0,19.0,0,0,0,-2.5,47.5
00-0031376,Jerick McKinnon,KC,2022,9,4.0,3,0.62,TEN,8.0,50.0,11.333333333333334,0,0,7,14.0,45.0
00-0033699,Austin Ekeler,LAC,2022,9,47.0,14,0.68,ATL,5.0,45.8,13.4,0,0,7,2.5,49.5
00-0035700,Josh Jacobs,LV,2022,9,67.0,17,0.69,JAX,17.0,115.2,20.2,0,0,0,2.5,47.5
00-0033893,Dalvin Cook,MIN,2022,9,47.0,17,0.86,WAS,4.0,75.4,15.2,0,0,0,3.0,43.5
00-0036875,Rhamondre Stevenson,NE,2022,9,60.0,15,0.73,IND,13.0,84.0,16.6,0,0,0,5.0,40.0
00-0033906,Alvin Kamara,NO,2022,9,30.0,9,0.88,BAL,2.0,74.8,17.2,0,1,-3,-1.0,46.0
00-0035243,Miles Sanders,PHI,2022,9,93.0,17,0.65,HOU,19.0,72.8,16.0,0,1,0,14.0,45.5
00-0038134,Kenneth Walker,SEA,2022,9,109.0,26,0.77,ARI,6.0,105.0,20.666666666666668,0,0,0,-1.5,49.5
00-0033856,Leonard Fournette,TB,2022,9,19.0,9,0.62,LA,7.0,31.8,11.0,0,0,3,3.0,43.0
00-0033553,James Conner,ARI,2022,10,69.0,21,0.96,LA,5.0,43.4,12.0,0,1,0,-3.5,38.0
00-0035250,Devin Singletary,BUF,2022,10,47.0,13,0.72,MIN,3.0,47.6,11.8,0,0,0,6.5,47.0
00-0033925,D'Onta Foreman,CAR,2022,10,130.0,31,0.68,ATL,6.0,125.0,26.0,0,0,0,-2.5,41.5
00-0035685,David Montgomery,CHI,2022,10,37.0,9,0.66,DET,16.0,59.6,14.2,0,0,0,3.0,48.5
00-0035261,Tony Pollard,DAL,2022,10,115.0,22,0.87,GB,10.0,83.0,12.0,0,0,7,3.5,44.5
00-0033293,Aaron Jones,GB,2022,10,138.0,24,0.7,DAL,12.0,75.0,13.8,0,0,-7,-3.5,44.5
00-0037258,Dameon Pierce,HOU,2022,10,94.0,17,0.72,NYG,11.0,94.6,19.4,0,0,-4,-5.5,41.5
00-0036223,Jonathan Taylor,IND,2022,10,147.0,22,0.94,LV,8.0,80.8,19.4,0,1,0,-4.5,41.0
00-0036973,Travis Etienne,JAX,2022,10,45.0,11,0.78,KC,7.0,126.33333333333333,22.0,0,0,0,-10.0,51.5
00-0033699,Austin Ekeler,LAC,2022,10,24.0,6,0.69,SF,1.0,43.4,13.4,0,0,-7,-8.5,45.5
00-0035700,Josh Jacobs,LV,2022,10,78.0,21,0.79,IND,14.0,114.8,19.8,0,1,0,4.5,41.0
00-0033893,Dalvin Cook,MIN,2022,10,119.0,14,0.84,BUF,13.0,81.4,17.4,0,0,0,-6.5,47.0
00-0033906,Alvin Kamara,NO,2022,10,26.0,8,0.79,PIT,8.0,68.6,16.0,0,0,-8,-1.0,39.5
00-0034844,Saquon Barkley,NYG,2022,10,152.0,35,0.8,HOU,18.0,92.4,22.0,0,0,4,5.5,41.5
00-0036893,Najee Harris,PIT,2022,10,99.0,20,0.6,NO,15.0,53.8,14.4,0,0,8,1.0,39.5
00-0038134,Kenneth Walker,SEA,2022,10,17.0,10,0.87,TB,2.0,106.0,22.0,0,0,0,-2.5,45.0
00-0033280,Christian McCaffrey,SF,2022,10,38.0,14,0.65,LAC,17.0,70.4,15.6,0,0,7,8.5,45.5
00-0037256,Rachaad White,TB,2022,10,105.0,22,0.64,SEA,4.0,,,0,0,0,2.5,45.0
00-0033553,James Conner,ARI,2022,11,42.0,14,0.77,SF,1.0,46.8,13.2,0,0,0,-10.0,43.5
00-0035250,Devin Singletary,BUF,2022,11,86.0,18,0.72,CLE,2.0,54.4,12.6,0,1,0,7.5,50.5
00-0035685,David Montgomery,CHI,2022,11,67.0,17,0.8,ATL,12.0,42.6,13.0,0,1,-3,-3.0,48.5
00-0033526,Samaje Perine,CIN,2022,11,30.0,11,0.7,PIT,8.0,59.0,11.0,0,0,7,3.5,39.0
00-0033293,Aaron Jones,GB,2022,11,40.0,12,0.66,TEN,4.0,95.4,16.2,0,0,0,3.0,40.5
00-0037258,Dameon Pierce,HOU,2022,11,8.0,10,0.77,WAS,5.0,99.6,19.8,0,1,1,-3.0,41.0
00-0036223,Jonathan Taylor,IND,2022,11,84.0,22,0.75,PHI,13.0,78.0,17.6,0,1,1,-6.5,45.5
00-0033699,Austin Ekeler,LAC,2022,11,83.0,19,0.69,KC,9.0,35.4,11.4,0,1,0,-5.5,52.5
00-0035700,Josh Jacobs,LV,2022,11,109.0,24,0.8,DEN,15.0,117.2,21.4,0,0,0,-2.5,41.5
00-0033893,Dalvin Cook,MIN,2022,11,72.0,11,0.6,DAL,11.0,86.0,16.8,0,1,0,-1.5,48.5
00-0036875,Rhamondre Stevenson,NE,2022,11,26.0,15,0.78,NYJ,3.0,81.4,17.2,0,0,0,3.5,38.5
00-0033906,Alvin Kamara,NO,2022,11,42.0,12,0.7,LA,6.0,53.2,13.0,0,1,0,2.5,39.5
00-0034844,Saquon Barkley,NYG,2022,11,22.0,15,0.76,DET,10.0,93.6,22.8,0,0,0,3.0,44.0
00-0035243,Miles Sanders,PHI,2022,11,47.0,13,0.65,IND,16.0,82.4,17.2,0,1,-1,6.5,45.5
00-0036893,Najee Harris,PIT,2022,11,90.0,20,0.92,CIN,7.0,62.4,15.4,0,0,-7,-3.5,39.0
00-0033280,Christian McCaffrey,SF,2022,11,39.0,7,0.66,ARI,14.0,56.4,13.4,0,0,0,10.0,43.5
00-0032764,Derrick Henry,TEN,2022,11,87.0,28,0.71,GB,17.0,129.6,26.4,0,0,0,-3.0,40.5
00-0036328,Antonio Gibson,WAS,2022,11,72.0,18,0.68,HOU,18.0,63.8,18.2,0,1,-1,3.0,41.0
00-0033553,James Conner,ARI,2022,12,120.0,25,0.97,LAC,18.0,50.0,14.0,0,1,-1,-2.5,48.5
00-0035250,Devin Singletary,BUF,2022,12,72.0,14,0.78,DET,4.0,61.8,14.0,0,1,0,10.0,54.0
00-0035685,David Montgomery,CHI,2022,12,79.0,14,0.68,NYJ,10.0,52.0,14.0,0,0,0,-8.5,36.5
00-0033526,Samaje Perine,CIN,2022,12,58.0,17,0.8,TEN,1.0,44.5,11.0,0,0,-3,1.0,43.0
00-0030513,Latavius Murray,DEN,2022,12,92.0,13,0.82,CAR,11.0,59.0,18.0,0,0,0,1.0,36.5
00-0033293,Aaron Jones,GB,2022,12,43.0,12,0.71,PHI,12.0,81.4,15.4,0,0,3,-6.5,46.0
00-0036223,Jonathan Taylor,IND,2022,12,86.0,20,0.92,PIT,5.0,84.0,20.2,0,1,0,2.5,40.0
00-0035806,Jamycal Hasty,JAX,2022,12,28.0,12,0.78,BAL,5.0,,,0,0,7,-3.5,43.0
00-0037840,Kyren Williams,LA,2022,12,35.0,11,0.7,KC,13.0,,,0,0,0,-16.5,42.0
00-0033699,Austin Ekeler,LAC,2022,12,20.0,5,0.7,ARI,14.0,44.2,12.4,0,1,1,2.5,48.5
00-0035700,Josh Jacobs,LV,2022,12,229.0,33,0.79,SEA,8.0,110.2,20.6,1,0,-7,-4.0,47.5
00-0033893,Dalvin Cook,MIN,2022,12,42.0,22,0.86,NE,9.0,85.2,15.0,0,1,0,2.5,42.5
00-0036875,Rhamondre Stevenson,NE,2022,12,36.0,7,0.82,MIN,1.0,54.4,15.2,0,1,0,-2.5,42.5
00-0033906,Alvin Kamara,NO,2022,12,13.0,7,0.67,SF,1.0,41.8,11.6,1,0,1,-9.5,44.0
00-0034844,Saquon Barkley,NYG,2022,12,39.0,11,0.74,DAL,16.0,84.0,23.2,0,1,0,-10.5,45.5
00-0038134,Kenneth Walker,SEA,2022,12,26.0,14,0.71,LV,17.0,88.2,19.6,0,0,7,4.0,47.5
00-0033280,Christian McCaffrey,SF,2022,12,32.0,11,0.63,NO,14.0,58.8,13.2,0,0,-1,9.5,44.0
00-0037256,Rachaad White,TB,2022,12,64.0,14,0.9,CLE,7.0,105.0,22.0,0,0,7,3.0,42.0
00-0035685,David Montgomery,CHI,2022,13,61.0,14,0.77,GB,16.0,54.4,13.8,0,0,0,-4.0,45.0
00-0033526,Samaje Perine,CIN,2022,13,106.0,21,0.83,KC,10.0,49.0,13.0,0,0,0,-2.5,53.0
00-0030513,Latavius Murray,DEN,2022,13,47.0,17,0.68,BAL,4.0,75.5,15.5,0,0,0,-9.5,40.5
00-0036265,A.J. Dillon,GB,2022,13,93.0,18,0.68,CHI,11.0,43.5,11.0,0,0,0,4.0,45.0
00-0037258,Dameon Pierce,HOU,2022,13,73.0,18,0.72,CLE,5.0,75.0,19.0,0,1,0,-7.5,47.0
00-0036223,Jonathan Taylor,IND,2022,13,82.0,21,0.82,DAL,9.0,87.0,20.0,0,1,-4,-11.0,44.5
00-0036973,Travis Etienne,JAX,2022,13,54.0,13,0.88,DET,3.0,106.0,19.25,1,1,-3,-1.0,51.5
00-0036414,Cam Akers,LA,2022,13,60.0,17,0.72,SEA,15.0,48.0,24.0,0,1,0,-7.0,41.0
00-0033699,Austin Ekeler,LAC,2022,13,35.0,10,0.6,LV,13.0,41.0,10.6,0,1,0,-2.5,49.0
00-0035700,Josh Jacobs,LV,2022,13,144.0,26,0.75,LAC,17.0,125.2,23.0,1,1,0,2.5,49.0
00-0031687,Raheem Mostert,MIA,2022,13,30.0,7,0.61,SF,1.0,74.8,15.4,0,0,0,-4.5,46.0
00-0033893,Dalvin Cook,MIN,2022,13,86.0,20,0.75,NYJ,6.0,78.2,16.8,0,1,3,3.0,44.0
00-0036875,Rhamondre Stevenson,NE,2022,13,54.0,10,0.98,BUF,14.0,46.4,12.8,0,0,0,-3.5,43.5
00-0034844,Saquon Barkley,NYG,2022,13,63.0,18,0.88,WAS,2.0,75.2,21.0,0,0,3,-2.5,40.0
00-0036893,Najee Harris,PIT,2022,13,86.0,17,0.66,ATL,12.0,65.6,15.8,0,1,-1,1.0,43.0
00-0033280,Christian McCaffrey,SF,2022,13,66.0,17,0.82,MIA,7.0,54.4,12.6,0,0,0,4.5,46.0
00-0033856,Leonard Fournette,TB,2022,13,49.0,10,0.6,NO,8.0,36.2,12.2,1,0,0,3.5,41.0
00-0033553,James Conner,ARI,2022,14,85.0,15,0.95,NE,4.0,66.2,16.4,0,1,4,-2.0,44.0
00-0034791,Nick Chubb,CLE,2022,14,34.0,14,0.63,CIN,7.0,97.25,20.0,0,0,0,-4.5,47.0
00-0036973,Travis Etienne,JAX,2022,14,32.0,17,0.75,TEN,2.0,95.6,18.0,0,0,0,-3.0,42.0
00-0035700,Josh Jacobs,LV,2022,14,99.0,27,0.83,LA,5.0,125.4,24.2,1,1,0,6.5,42.5
00-0031687,Raheem Mostert,MIA,2022,14,37.0,11,0.73,LAC,10.0,67.0,13.8,0,1,0,3.0,54.5
00-0033893,Dalvin Cook,MIN,2022,14,23.0,15,0.85,DET,3.0,73.2,16.8,0,1,0,-2.5,51.5
00-0035243,Miles Sanders,PHI,2022,14,144.0,17,0.66,NYG,8.0,80.6,18.0,0,0,0,7.5,44.5
00-0035594,Travis Homer,SEA,2022,14,26.0,9,0.91,CAR,6.0,,,0,0,-7,3.5,44.5
00-0033280,Christian McCaffrey,SF,2022,14,119.0,14,0.7,TB,1.0,53.8,13.4,0,0,1,3.5,38.0
00-0032764,Derrick Henry,TEN,2022,14,121.0,17,0.75,JAX,9.0,130.0,28.0,0,0,0,3.0,42.0
00-0033553,James Conner,ARI,2022,15,63.0,16,0.91,DEN,20.0,72.2,16.4,0,0,-1,-1.5,37.5
00-0035250,Devin Singletary,BUF,2022,15,42.0,13,0.6,MIA,11.0,59.2,13.4,0,0,0,7.0,44.0
00-0036555,Chuba Hubbard,CAR,2022,15,10.0,4,0.63,PIT,7.0,81.0,20.0,0,0,0,2.5,36.5
00-0035685,David Montgomery,CHI,2022,15,53.0,12,0.68,PHI,12.0,56.0,13.6,0,0,7,-8.5,48.0
00-0033897,Joe Mixon,CIN,2022,15,21.0,11,0.64,TB,6.0,72.2,13.8,0,0,0,3.5,47.0
00-0034791,Nick Chubb,CLE,2022,15,99.0,21,0.7,BAL,4.0,84.6,18.8,0,0,0,2.5,39.5
00-0030513,Latavius Murray,DEN,2022,15,130.0,24,0.64,ARI,9.0,66.0,16.0,0,0,1,1.5,37.5
00-0036251,Zack Moss,IND,2022,15,81.0,24,0.67,MIN,3.0,28.0,9.5,0,1,7,-3.5,46.5
00-0036973,Travis Etienne,JAX,2022,15,103.0,19,0.73,DAL,14.0,79.2,18.6,0,0,0,-4.0,48.5
00-0031376,Jerick McKinnon,KC,2022,15,52.0,10,0.62,HOU,23.0,38.5,9.25,0,1,0,14.5,48.5
00-0036414,Cam Akers,LA,2022,15,65.0,12,0.76,GB,16.0,54.0,20.5,0,0,-4,-8.0,39.5
00-0033699,Austin Ekeler,LAC,2022,15,58.0,12,0.69,TEN,2.0,41.8,10.8,0,1,0,3.0,46.5
00-0035700,Josh Jacobs,LV,2022,15,93.0,22,0.75,NE,8.0,131.8,26.2,1,1,4,1.0,45.0
00-0031687,Raheem Mostert,MIA,2022,15,136.0,17,0.76,BUF,15.0,51.8,12.4,0,0,0,-7.0,44.0
00-0033893,Dalvin Cook,MIN,2022,15,95.0,17,0.86,IND,17.0,68.4,16.4,0,1,-7,3.5,46.5
00-0036875,Rhamondre Stevenson,NE,2022,15,172.0,19,0.66,LV,12.0,49.4,12.6,1,1,-4,-1.0,45.0
00-0033906,Alvin Kamara,NO,2022,15,91.0,21,0.62,ATL,18.0,34.6,10.8,0,1,-1,5.0,43.5
00-0034844,Saquon Barkley,NYG,2022,15,87.0,18,0.86,WAS,5.0,65.8,19.8,0,0,-7,-4.5,40.5
00-0036893,Najee Harris,PIT,2022,15,86.0,24,0.66,CAR,10.0,74.4,16.4,0,0,0,-2.5,36.5
00-0038134,Kenneth Walker,SEA,2022,15,47.0,12,0.75,SF,1.0,74.0,18.2,0,0,0,-3.0,43.0
00-0033280,Christian McCaffrey,SF,2022,15,108.0,26,0.89,SEA,21.0,58.8,12.6,0,0,0,3.0,43.0
00-0032764,Derrick Henry,TEN,2022,15,104.0,21,0.71,LAC,22.0,131.4,27.0,0,1,0,-3.0,46.5
00-0036328,Antonio Gibson,WAS,2022,15,21.0,5,0.6,NYG,19.0,56.0,16.0,0,0,7,4.5,40.5
00-0033553,James Conner,ARI,2022,16,79.0,15,0.97,TB,2.0,75.8,18.2,0,0,0,-7.5,41.5
00-0035685,David Montgomery,CHI,2022,16,62.0,16,0.67,BUF,14.0,59.4,13.2,0,0,-1,-8.0,40.0
00-0036251,Zack Moss,IND,2022,16,65.0,12,0.69,LAC,12.0,45.666666666666664,14.333333333333334,0,1,1,-3.5,44.5
00-0036973,Travis Etienne,JAX,2022,16,83.0,22,0.71,NYJ,5.0,68.6,17.6,0,0,0,-2.5,36.5
00-0036414,Cam Akers,LA,2022,16,118.0,23,0.75,DEN,8.0,57.666666666666664,17.666666666666668,0,1,-1,-3.0,36.5
00-0033699,Austin Ekeler,LAC,2022,16,67.0,18,0.6,IND,9.0,44.0,10.4,0,1,-1,3.5,44.5
00-0035700,Josh Jacobs,LV,2022,16,44.0,15,0.81,PIT,1.0,134.8,26.4,0,0,0,-2.5,38.5
00-0033893,Dalvin Cook,MIN,2022,16,64.0,14,0.79,NYG,11.0,63.6,17.0,0,1,1,4.5,48.0
00-0036875,Rhamondre Stevenson,NE,2022,16,30.0,13,0.91,CIN,7.0,69.6,13.2,1,0,0,-3.0,42.0
00-0033906,Alvin Kamara,NO,2022,16,76.0,20,0.7,CLE,6.0,40.4,11.4,0,0,-1,-3.0,32.0
00-0034844,Saquon Barkley,NYG,2022,16,84.0,14,0.91,MIN,2.0,72.6,19.4,0,1,-1,-4.5,48.0
00-0036893,Najee Harris,PIT,2022,16,53.0,16,0.72,LV,13.0,78.6,17.8,0,0,0,2.5,38.5
00-0033280,Christian McCaffrey,SF,2022,16,46.0,15,0.75,WAS,4.0,72.8,15.0,0,0,3,6.5,37.5
00-0033856,Leonard Fournette,TB,2022,16,72.0,20,0.6,ARI,10.0,34.8,11.4,0,0,0,7.5,41.5
00-0032764,Derrick Henry,TEN,2022,16,126.0,23,0.74,HOU,15.0,131.8,25.6,0,0,0,3.0,34.0
00-0033045,Ezekiel Elliott,DAL,2022,17,37.0,19,0.66,TEN,2.0,66.8,16.8,0,0,0,14.0,41.0
00-0030513,Latavius Murray,DEN,2022,17,56.0,12,0.6,KC,5.0,82.0,18.0,0,0,-1,-13.5,46.0
00-0036414,Cam Akers,LA,2022,17,123.0,19,0.78,LAC,8.0,72.75,19.0,0,1,1,-6.5,41.5
00-0035700,Josh Jacobs,LV,2022,17,69.0,17,0.67,SF,1.0,121.8,24.6,0,1,0,-10.0,41.5
00-0034844,Saquon Barkley,NYG,2022,17,58.0,12,0.79,IND,4.0,59.0,15.2,0,0,2,5.5,38.5
00-0036893,Najee Harris,PIT,2022,17,111.0,22,0.64,BAL,3.0,82.8,19.4,0,0,0,-1.0,35.5
00-0033280,Christian McCaffrey,SF,2022,17,121.0,19,0.85,LV,6.0,74.2,16.6,0,1,0,10.0,41.5
00-0037617,Hassan Haskins,TEN,2022,17,40.0,12,0.66,DAL,7.0,,,0,0,0,-14.0,41.0
00-0033725,Corey Clement,ARI,2022,18,23.0,8,0.69,SF,2.0,,,0,0,0,-14.0,40.0
00-0037263,Tyler Allgeier,ATL,2022,18,135.0,24,0.69,TB,3.0,44.5,15.0,0,1,0,6.0,40.5
00-0033118,Kenyan Drake,BAL,2022,18,60.0,16,0.65,CIN,4.0,51.0,15.5,0,0,1,-11.0,39.0
00-0036555,Chuba Hubbard,CAR,2022,18,69.0,21,0.69,NO,10.0,57.333333333333336,14.666666666666666,0,1,0,-3.5,41.5
00-0034791,Nick Chubb,CLE,2022,18,77.0,12,0.75,PIT,1.0,92.6,19.6,0,0,0,-2.5,40.0
00-0030513,Latavius Murray,DEN,2022,18,103.0,15,0.6,LAC,13.0,76.8,16.8,0,0,0,6.0,38.5
00-0033854,Dare Ogunbowale,HOU,2022,18,33.0,11,0.62,IND,8.0,41.0,12.333333333333334,0,1,0,-3.0,38.0
00-0036414,Cam Akers,LA,2022,18,104.0,21,1.0,SEA,14.0,82.8,19.0,0,0,0,-5.5,41.5
00-0035700,Josh Jacobs,LV,2022,18,45.0,17,0.71,KC,6.0,89.8,21.4,1,1,0,-9.0,51.5
00-0033906,Alvin Kamara,NO,2022,18,107.0,23,0.75,CAR,11.0,49.6,13.6,0,1,0,3.5,41.5
00-0033308,Matt Breida,NYG,2022,18,28.0,4,0.7,PHI,9.0,,,0,0,0,-16.5,42.5
00-0036893,Najee Harris,PIT,2022,18,80.0,23,0.63,CLE,7.0,85.2,19.8,0,0,0,2.5,40.0
00-0038134,Kenneth Walker,SEA,2022,18,114.0,29,0.87,LA,5.0,50.0,16.0,0,0,0,5.5,41.5
00-0032764,Derrick Henry,TEN,2022,18,109.0,30,0.75,JAX,12.0,131.4,24.2,0,0,3,-6.0,39.5
00-0036973,Travis Etienne,JAX,2022,19,109.0,20,0.86,LAC,4.0,63.4,16.4,0,0,1,-2.0,46.5
00-0033699,Austin Ekeler,LAC,2022,19,35.0,13,0.66,JAX,5.0,52.6,12.8,0,0,-1,2.0,46.5
00-0033893,Dalvin Cook,MIN,2022,19,60.0,15,0.88,NYG,3.0,62.0,17.6,0,1,0,2.5,48.0
00-0034844,Saquon Barkley,NYG,2022,19,53.0,9,0.9,MIN,2.0,66.2,14.6,0,1,0,-2.5,48.0
00-0038134,Kenneth Walker,SEA,2022,19,63.0,15,0.71,SF,1.0,62.6,18.2,0,0,0,-10.0,42.0
00-0033280,Christian McCaffrey,SF,2022,19,119.0,15,0.74,SEA,6.0,92.0,18.2,0,0,0,10.0,42.0
00-0035250,Devin Singletary,BUF,2022,20,25.0,6,0.62,CIN,2.0,54.2,13.2,0,0,0,6.0,48.5
00-0033045,Ezekiel Elliott,DAL,2022,20,26.0,10,0.7,SF,1.0,63.6,17.6,0,0,-2,-3.5,46.5
00-0031376,Jerick McKinnon,KC,2022,20,25.0,11,0.65,JAX,5.0,41.2,9.4,0,0,7,10.0,52.5
00-0034844,Saquon Barkley,NYG,2022,20,61.0,9,0.65,PHI,4.0,69.0,14.2,0,0,-7,-8.0,48.0
00-0033280,Christian McCaffrey,SF,2022,20,35.0,10,0.67,DAL,3.0,102.6,17.8,0,0,2,3.5,46.5
00-0033526,Samaje Perine,CIN,2022,21,22.0,5,0.65,KC,2.0,63.25,15.0,0,0,-1,-2.0,48.5
00-0033280,Christian McCaffrey,SF,2022,21,84.0,15,0.98,PHI,1.0,85.8,17.0,0,0,-1,-2.5,45.0
00-0033553,James Conner,ARI,2023,1,62.0,14,0.84,WAS,3.0,77.8,17.0,0,0,0,-7.0,38.0
